Year,Type,Country,Area,Activity,Injury,Fatal
1989,Provoked,Usa,Florida,Fishing,Bitten by hooked shark PROVOKED INCIDENT,N
1989,Boat,Usa,California,Observing A Shark Feeding On A Carcass Of A Humpback Whale,No injury,N
1989,Unprovoked,Usa,California,Diving,Injury,N
1989,Unprovoked,Usa,North Carolina,Surfing,Fatal,N
1989,Provoked,Usa,California,Filming 5' Blue Shark,Injury,N
1989,Provoked,Australia,Queensland,Feeding Fish,Injury,N
1989,Unprovoked,Usa,Florida,Swimming,Injury,N
1989,Unprovoked,South Africa,Western Cape Province,Surfing,Multiple Injuries,N
1989,Unprovoked,Australia,New South Wales,Surfing,No injury,N
1989,Unprovoked,Bahamas,Great Exuma Island,Diving,Severe hand and arm injuries; right hand surgically amputated,N
1989,Provoked,Australia,Queensland,Fishing,Injury,N
1969,No Data,Bermuda,No Data,Diving,Fatal,No Data
1989,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
1989,Unprovoked,Reunion,Sainte-Suzanne,Surfing,Fatal,Y
1989,Unprovoked,Usa,Florida,Surfing,5-inch gash on left leg,N
1989,Unprovoked,Usa,Texas,Playing,Injury,N
1989,Unprovoked,Usa,Hawaii,Surfing,Injury,N
1989,Unprovoked,Usa,Louisiana,Diving,Injury,N
1989,Unprovoked,Italy,Tuscany,Surfing,Injury,N
1989,Unprovoked,South Africa,Eastern Cape Province,Surfing,No injury,N
1989,Unprovoked,South Africa,Eastern Cape Province,Diving,Injury,N
1989,Unprovoked,Usa,Florida,Swimming,Injury,N
1989,Unprovoked,Usa,Washington,Surfing,Injury,N
1989,Unprovoked,Usa,Hawaii,Surfing,Injury,N
1989,Unprovoked,Usa,Hawaii,Surfing,"Board rammed by shark, skegs knocked loose & 5' strip of fiberglass torn off, thigh scratched by shark’s teeth",N
1989,Unprovoked,Australia,South Australia,Surfing,Injury,Y
1989,Boat,Australia,Western Australia,Boating,No injury,N
1989,Provoked,South Africa,Western Cape Province,Fishing,Injury,N
1989,Unprovoked,South Africa,Kwazulu-Natal,Surfing,Injury,N
1989,Unprovoked,Italy,Tyrrhenian Sea,Surfing,Fatal,Y
1989,No Data,Usa,California,Boating,Reported by media as shark attack but forensic evidence indicated the kayaker died prior to any shark involvement,No Data
1989,Unprovoked,Usa,California,Boating,Injury,Y
1989,Unprovoked,Usa,Hawaii,Surfing,Injury,N
1989,Unprovoked,South Africa,Kwazulu-Natal,Lifesaving Drill,Injury,N
1989,Unprovoked,Usa,Hawaii,Swimming,"Lower part of body found 6 days later, x-rays revealed teeth marks in femur & tibia",Y
1989,Unprovoked,Australia,New South Wales,Surfing,Injury,N
1989,Unprovoked,Papua New Guinea,New Ireland,Diving,Injury,N
1989,Unprovoked,Usa,Virginia,Diving,No injury,N
1988,Unprovoked,Chile,Valpariso Province,Skindiving,Fatal,Y
1988,Sea Disaster,Australia,Queensland,"The Christie V Sank On 11/6/1988, Survivors Were Adrift On A Dinghy",Fatal,Y
1988,Sea Disaster,Australia,Queensland,"The Christie V Sank On 11/6/1988, Survivors Were Adrift On A Dinghy",Fatal,Y
1988,Sea Disaster,Philippines,Viscayan Sea,The Mv Dona Marilyn Sank In Typhoon Unsang With The Loss Of 389 Lives,"According to survivors, many people were taken by sharks",Y
1988,Unprovoked,Usa,Oregon,Surfing,Injury,N
1988,Unprovoked,Australia,Victoria,Surfing,Injury,N
1988,Unprovoked,Usa,Florida,Surfing,Injury,N
1988,Unprovoked,Usa,Florida,Surfing,Injury,N
1988,Unprovoked,Usa,Florida,Surfing,Injury,N
1988,Unprovoked,Australia,South Australia,Surfing,Injury,N
1988,Unprovoked,Usa,Florida,Wading,Injury,N
1988,Unprovoked,Usa,Florida,Surfing,Injury,N
1988,Unprovoked,Usa,Florida,Walking,Injury,N
1988,Unprovoked,Usa,Florida,Swimming,Injury,Y
1988,Provoked,Usa,Louisiana,Diving,Injury,N
1988,Unprovoked,Usa,California,Surfing,Injury,N
1988,Unprovoked,Bahamas,No Data,Diving,Injury,N
1988,Unprovoked,Bahamas,No Data,Diving,Injury,N
1988,Unprovoked,Bahamas,No Data,Diving,Injury,N
1988,Unprovoked,Usa,Florida,Swimming,Punctures & deep scratches to foot & buttock,N
1988,Unprovoked,Usa,Florida,Surfing,Punctures to lower left leg & foot,N
1988,Unprovoked,Bahamas,No Data,Swimming,Injury,N
1988,Unprovoked,Bahamas,No Data,Diving,Injury,N
1988,Unprovoked,South Africa,Western Cape Province,Diving,Injury,N
1988,Unprovoked,Usa,North Carolina,Diving,Injury,N
1988,Unprovoked,Usa,South Carolina,Sittting In Water With His Child,Injury,N
1988,Unprovoked,Usa,Florida,Swimming,Injury,N
1988,Unprovoked,Usa,Florida,Surfing,Cuts to right foot and ankle,N
1988,Unprovoked,South Korea,No Data,Diving,Fatal,Y
1988,Unprovoked,Usa,Florida,Surfing,Injury,N
1988,Unprovoked,Usa,Florida,Surfing,Injury,N
1988,Unprovoked,Reunion,Saint-Louis,Pêcheur De Bichiques,Fatal,Y
1988,Unprovoked,Usa,California,Surfing,No injury,N
1988,Unprovoked,Usa,Florida,Swimming,Injury,N
1988,No Data,Usa,Hawaii,Onboard 21' Powerboat That Capsized In Rough Seas,"Human remains, believed to be those of Mr. Goo, washed ashore along the Waihee shore several days later",No Data
1988,Unprovoked,Usa,Florida,Surfing,Injury,N
1988,Unprovoked,Usa,Florida,Surfing,Injury,N
1988,Unprovoked,Usa,Florida,Wading,Injury,N
1988,Unprovoked,Usa,Hawaii,Surfing,Injury,N
1988,Unprovoked,South Africa,Kwazulu-Natal,Surfing,Injury,N
1988,Unprovoked,Reunion,Saint-Pierre,Surfing,Injury,N
1988,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
1988,Unprovoked,South Africa,Kwazulu-Natal,Surfing,Injury,N
1988,Boat,Australia,Western Australia,Fishing,No injury,N
1988,Unprovoked,Fiji,Vanua Levu,Diving,Injury,N
1988,No Data,South Africa,Kwazulu-Natal,Surfing,Injury,No Data
1988,No Data,Australia,Torres Strait,Fishing,His remains were recovered from a shark caught by  the trawler Ho Tai No.12 in March 1988,No Data
1988,Provoked,Usa,Louisiana,Fishing,Injury,N
1988,Provoked,South Africa,Western Cape Province,Attempting To Lasso Shark'S Tail,Injury,N
1988,Provoked,South Africa,Western Cape Province,"Returning To Shore, Collided With Shark",No injury,N
1988,Unprovoked,Australia,New South Wales,Surfing,Injury,N
1987,Sea Disaster,Philippines,Mindoro,Boating,25 people survived; 300 shark-mutilated bodies were recovered,Y
1987,Unprovoked,Usa,Florida,Surfing,Injury,N
1987,Unprovoked,Usa,Florida,Surfing,Injury,N
1987,Unprovoked,Usa,California,Surfing,Injury,N
1987,No Data,South Africa,Kwazulu-Natal,Surfing,Abrasion to forearm,No Data
1987,Unprovoked,South Africa,Western Cape Province,Diving,Injury,N
1987,Sea Disaster,Dominican Republic,Between Dr And Puerto Rico,"Vessel Caught Fire & Capsized, Survivors In The Water","Of 160 people on board, >100 missing",Y
1987,Unprovoked,Australia,South Australia,Diving,Fatal,Y
1987,Unprovoked,South Africa,Western Cape Province,Surfing,Injury,N
1987,Unprovoked,Usa,Florida,Wading,Injury,N
1987,Unprovoked,Usa,California,Surfing,Injury,N
1987,Unprovoked,Usa,Florida,Surfing,Injury,N
1987,Unprovoked,Usa,Texas,Surfing,Injury,N
1987,Unprovoked,Usa,Texas,Wading,Injury,N
1987,Boat,Usa,South Carolina,Dropping Anchor,No injury,N
1987,Unprovoked,Bahamas,Exuma Islands,Swimming,Injury,N
1987,Unprovoked,Bahamas,No Data,Diving,Puncture marks to torso,N
1987,Provoked,Usa,Florida,Fishing,Injury,N
1987,Unprovoked,Usa,Florida,Surfing,Injury,N
1987,Provoked,Australia,New South Wales,Fishing,Injury,N
1987,No Data,South Africa,Kwazulu-Natal,Fishing,"Slipped off rocks & was treading water when he disappeared, body mutilated by shark/s",No Data
1987,Unprovoked,Usa,Texas,Swimming,Injury,N
1987,Unprovoked,Usa,Hawaii,Swimming,Injury,Y
1987,Unprovoked,Vanuatu,Malampa Province,Swimming,Fatal,Y
1987,Unprovoked,Australia,Western Australia,Surfing,Injury,N
1987,Unprovoked,Usa,Florida,Surfing,Injury,N
1987,Sea Disaster,Solomon Islands,Between Honiara & Isabel Island,The Inter-Island Ferry Vula Sank In Heavy Weather,Fatal,Y
1987,Unprovoked,South Africa,Eastern Cape Province,Diving,Injury,N
1987,Unprovoked,Australia,Queensland,Swimming,Injury,N
1987,No Data,Montenegro,Adriatic Sea,Jumped Into The Water From A Cliff,Fatal,No Data
1987,Boat,Italy,Tyrrhenian Sea,Boating,No injury,N
1986,Unprovoked,South Africa,Western Cape Province,Diving,2 punctures in lower leg,N
1986,Unprovoked,South Africa,Western Cape Province,Surfing,Injury,Y
1986,Unprovoked,Usa,Florida,Surfing,Injury,N
1986,Unprovoked,Bahamas,Florida Straits,Adrift After Ditching Plane In The Sea,No injury,N
1986,Unprovoked,Usa,California,Diving,Injury,N
1986,No Data,South Africa,Western Cape Province,Diving,No injury,No Data
1986,Unprovoked,New Caledonia,No Data,Diving,Injury,N
1986,Unprovoked,Usa,Florida,Surfing,5' gash in leg,N
1986,Unprovoked,Usa,Florida,Surfing,Injury,N
1986,Unprovoked,Usa,Florida,Surfing,Injury,N
1986,Provoked,South Africa,Kwazulu-Natal,Nsb Meshing,Injury,N
1986,Unprovoked,Usa,Florida,Swimming,Injury,N
1986,Unprovoked,South Africa,Kwazulu-Natal,Racing Ski,No injury,N
1986,Unprovoked,Usa,Florida,Surfing,Injury,N
1986,Unprovoked,Usa,Florida,Surfing,Injury,N
1986,Unprovoked,Usa,Florida,Surfing,Injury,N
1986,Unprovoked,Usa,North Carolina,Surfing,Injury,N
1986,No Data,South Africa,Western Cape Province,Diving,No injury,No Data
1986,Unprovoked,Australia,New South Wales,Diving,Injury,N
1986,Boat,Australia,Western Australia,Fishing,No injury,N
1986,Unprovoked,South Africa,Kwazulu-Natal,Diving,Injury,N
1986,Unprovoked,Australia,New South Wales,Diving,Injury,N
1986,Unprovoked,South Korea,No Data,Diving,Fatal,Y
1986,Unprovoked,Usa,Hawaii,Fishing,Pieces of clothing & human flesh recovered by Fire Department divers who encountered a large shark,Y
1986,Unprovoked,Spain,Catalonia,Diving,Abrasions,N
1986,Unprovoked,Spain,Cádiz,Surfing,Injury,N
1986,Unprovoked,South Africa,Kwazulu-Natal,Treading Water,Injury,N
1986,Unprovoked,South Africa,Eastern Cape Province,Surfing,No injury,N
1986,Unprovoked,South Africa,Eastern Cape Province,Surfing,No injury,N
1986,Unprovoked,South Africa,Eastern Cape Province,Surfing,No injury,N
1986,Unprovoked,South Africa,Eastern Cape Province,Swimming,Injury,N
1986,Unprovoked,South Africa,Western Cape Province,Diving,2 punctures in upper arm,N
1986,Unprovoked,Australia,Victoria,Surfing,No injury,N
1986,Unprovoked,Usa,Florida,Surfing,Injury,N
1986,Unprovoked,Usa,California,Surfing,No injury,N
1985,Unprovoked,South Africa,Kwazulu-Natal,Surfing,"Both surfers boards were bumped by sharks, Moolman sustained abrasions on his arm and leg",N
1985,Provoked,Australia,Queensland,Fishing,Injury,N
1985,Boat,Usa,California,Boating,2 semi-circular bites on aft starboard tube of boat,N
1985,Provoked,Usa,California,Fishing,Injury,N
1985,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
1985,Unprovoked,Usa,California,Diving,Injury,N
1985,Unprovoked,Usa,Hawaii,Surfing,Injury,N
1985,Unprovoked,Usa,Hawaii,Swimming,Injury,N
1985,Provoked,Usa,Alabama,Fishing,Injury,N
1985,Unprovoked,Usa,California,Diving,"Hip bumped by shark, no Injury",N
1985,No Data,South Africa,Kwazulu-Natal,Swimming,Probable drowning / scavenging,No Data
1985,Unprovoked,Usa,Florida,Diving,Injury,N
1985,No Data,Usa,Florida,Swimming,Found to be a hoax,No Data
1985,Unprovoked,Usa,South Carolina,Wading,Injury,N
1985,No Data,Usa,Florida,Wading,"3"" wound on thigh",No Data
1985,No Data,Usa,Florida,Diving,Body not recovered. 3 days later some of his equipment was found on seabed appeared damaged by a shark ,No Data
1985,Unprovoked,Usa,Florida,Wading,Injury,N
1985,Unprovoked,Usa,Florida,Surfing,Injury,N
1985,Boat,Usa,California,Fishing,No injury,N
1985,Unprovoked,Usa,South Carolina,Playing In Knee-Deep Water,2/3rd of left calf removed,N
1985,Unprovoked,Italy,Sicily,Swimming,Contusion of left foot,N
1985,Unprovoked,Usa,California,Surfing,Injury,N
1985,Provoked,South Africa,Kwazulu-Natal,Diving,"After diver shot shark attempting to take his catch, shark bit right arm & tore wetsuit  PROVOKED INCIDENT",N
1985,Unprovoked,Usa,Florida,Surfing,Injury,N
1985,Unprovoked,Australia,South Australia,Diving,Fatal,Y
1985,Unprovoked,Usa,California,Surfing,Bruised,N
1985,Unprovoked,Usa,Florida,Surfing,Injury,N
1985,Unprovoked,South Africa,Western Cape Province,Swimming,Injury,N
1985,Unprovoked,South Africa,Kwazulu-Natal,Surfing,Injury,N
1985,Boat,New Zealand,South Island,Investigating Shark Sighting,No injury,N
1985,Unprovoked,South Africa,Western Cape Province,Diving,Injury,N
1985,Unprovoked,New Caledonia,South Province,Diving,Injury,N
1985,Provoked,South Africa,Kwazulu-Natal,Diving,Injury,N
1985,Unprovoked,Iran,No Data,Fishing,Fatal,Y
1984,Boat,Italy,Tyrrhenian Sea,Boating,No injury,N
1984,Unprovoked,Australia,Queensland,Sailing On Catamaran & Fell Into The Water,Fatal,Y
1984,Unprovoked,Usa,Florida,Surfing,Injury,N
1984,Provoked,Usa,Florida,Diving,Injury,N
1984,No Data,Usa,Florida,Swimming,Injury,No Data
1984,Unprovoked,Usa,Florida,Surfing,Injury,N
1984,No Data,Usa,Florida,Wading,Injury,No Data
1984,Unprovoked,Usa,Florida,Surfing,Injury,N
1984,Unprovoked,Usa,Oregon,Surfing,Injury,N
1984,Unprovoked,Usa,California,Surfing,Injury,N
1984,Unprovoked,Usa,Florida,Surfing,Injury,N
1984,Unprovoked,Usa,Florida,Swimming,Injury,N
1984,Unprovoked,Usa,Florida,Surfing,Injury,N
1984,Unprovoked,Usa,Florida,Swimming,No Data,No Data
1984,Unprovoked,Usa,California,Wading,Injury,N
1984,Unprovoked,Usa,California,Skindiving,Fatal,Y
1984,Provoked,Mexico,Baja California,Diving,No injury,N
1984,No Data,Usa,Florida,Boating,Death was due to drowning; body scavenged by a tiger shark,No Data
1984,Unprovoked,Indonesia,No Data,"Sea Disaster, Foundering Of The Cargo Vessle M/V Dorolonda",Fatal,Y
1984,Unprovoked,Usa,Texas,Swimming,Injury,N
1984,Unprovoked,Usa,Texas,Swimming,Injury,N
1984,No Data,South Africa,Western Cape Province,Diving,Fatal,No Data
1984,Unprovoked,Usa,Florida,Fishing,Leg abraded,N
1984,Unprovoked,South Africa,Kwazulu-Natal,Diving,No injury,N
1984,Unprovoked,South Africa,Western Cape Province,Surfing,No injury,N
1984,Unprovoked,Usa,Hawaii,Towing Her Sister On Plastic Ski Board,Injury,N
1984,Unprovoked,Vanuatu,Malampa Province,Swimming,Fatal,Y
1984,Unprovoked,South Africa,Western Cape Province,Diving,Injury,N
1984,No Data,Somalia,No Data,Murder,Fatal,No Data
1984,Unprovoked,South Africa,Kwazulu-Natal,Surfing,No injury,N
1984,Boat,South Africa,Eastern Cape Province,Rowing,No injury,N
1984,Provoked,South Africa,Eastern Cape Province,Fishing,Injury,N
1984,Provoked,South Africa,Kwazulu-Natal,Diving,Punctures in wetsuit & left arm bruised by captive shark PROVOKED INCIDENT,N
1984,Unprovoked,Australia,Queensland,Diving,Injury,N
1984,Unprovoked,South Africa,Eastern Cape Province,Swimming,Injury,N
1984,Provoked,Usa,California,Steinhart Aquarium,Head mouthed by captive shark PROVOKED INCIDENT,N
1984,Unprovoked,Usa,Florida,Surfing,Injury,N
1983,No Data,Greece,Andikira Fokithes,Diving,"Coroner determined the man was killed by a boat propeller, not a tiger shark",No Data
1983,Unprovoked,Usa,Florida,Surfing,Injury,N
1983,Unprovoked,Australia,South Australia,Diving,Injury,N
1983,Unprovoked,South Africa,Eastern Cape Province,Swimming,Injury,N
1983,Unprovoked,South Africa,Eastern Cape Province,Swimming,Injury,N
1983,Sea Disaster,Philippines,Central Philippines,Boating,Left foot nipped,N
1983,Unprovoked,Usa,Florida,Surfing,Injury,N
1983,No Data,South Africa,Kwazulu-Natal,Swimming,Probable drowning and scavenging,No Data
1983,Unprovoked,Usa,Florida,Surfing,Puncture marks in leg & surfboard dinged,N
1983,Unprovoked,Usa,Florida,Wading,Injury,N
1983,Unprovoked,Usa,Florida,Wading,Abrasions to leg,N
1983,Unprovoked,Usa,Oregon,Surfing,No injury,N
1983,Unprovoked,South Africa,Western Cape Province,Diving,Injury,N
1983,Unprovoked,Usa,Virginia,Swimming,Injury,N
1983,Provoked,Usa,Florida,Skindiving,Hand abraded when he grabbed shark's tail PROVOKED INCIDENT,N
1983,Unprovoked,Usa,Florida,Diving,Injury,N
1983,Boat,Usa,Rhode Island,Fishing,No injury,N
1983,Sea Disaster,Australia,Queensland,Swimming,Fatal,Y
1983,Sea Disaster,Australia,Queensland,Swimming,Fatal,Y
1983,Sea Disaster,Australia,Queensland,14 M Prawn Trawler New Venture Capsized  & Sank In Heavy Seas Three People In The Water,Injury,N
1983,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
1983,Unprovoked,Usa,Florida,Surfing,Injury,N
1983,Unprovoked,Bahamas,Abaco Islands,Diving,Injury,N
1983,Unprovoked,Usa,Florida,Swimming,No injury,N
1983,Unprovoked,Usa,Florida,Swimming,Injury,N
1983,Unprovoked,Bahamas,Abaco Islands,Diving,Fatal,Y
1983,Unprovoked,Usa,Florida,Surfing,Injury,N
1983,No Data,Italy,Northwest Italy,Diving,No injury,No Data
1983,Unprovoked,Bahamas,Berry Islands,Diving,Injury,N
1983,Unprovoked,Usa,Florida,Water-Skiing,Injury,N
1983,Unprovoked,Usa,Florida,Surfing,"Knocked off board by shark, no injury",N
1983,Unprovoked,Usa,Florida,Surfing,Injury,N
1983,Unprovoked,Usa,Florida,Surfing,No Data,No Data
1983,Unprovoked,South Africa,Eastern Cape Province,Fishing,Injury,N
1983,Unprovoked,Usa,Florida,Surfing,Injury,N
1983,Unprovoked,South Africa,Kwazulu-Natal,Diving,Injury,N
1983,Unprovoked,South Africa,Eastern Cape Province,Surfing,No injury,N
1983,Unprovoked,Usa,Florida,Surfing,"Shark nudged board, no injury",N
1983,Unprovoked,South Africa,Kwazulu-Natal,Boating,Injury,N
1983,Provoked,Usa,South Carolina,Fishing,Injury,N
1983,Unprovoked,South Africa,Western Cape Province,Surfing,Injury,N
1983,Unprovoked,South Africa,Western Cape Province,Diving,No injury,N
1983,Unprovoked,No Data,English Channel,Swimming,Injury,N
1983,Unprovoked,Vanuatu,Malampa Province,Ran Into The Water,Injury,Y
1983,Provoked,Usa,North & South Carolina,Fishing,Injury,N
1982,Unprovoked,Usa,South Carolina,In Waist-Deep Water,Injury,N
1982,Unprovoked,Usa,Florida,Surfing,Injury,N
1982,Unprovoked,South Africa,Eastern Cape Province,Surfing,No injury,N
1982,Unprovoked,South Africa,Eastern Cape Province,Surfing,No injury,N
1982,Unprovoked,Usa,Florida,Surfing,Injury,N
1982,Unprovoked,Usa,California,Diving,Injury,N
1982,Unprovoked,Usa,California,Diving,Injury,N
1982,No Data,Usa,California,Surfing,No injury,No Data
1982,Unprovoked,South Africa,Western Cape Province,Swimming,Injury,N
1982,Unprovoked,Tunisia,No Data,Surfing,Injury,N
1982,No Data,South Africa,Kwazulu-Natal,Surfing,No injury,No Data
1982,Unprovoked,South Africa,Eastern Cape Province,Boating,No injury,N
1982,Unprovoked,Usa,California,Boating,No injury,N
1982,Unprovoked,Usa,Florida,Swimming,Injury,N
1982,No Data,Usa,California,Swimming,Injury,No Data
1982,Unprovoked,Usa,Florida,Swimming,Injury,N
1982,Unprovoked,South Africa,Eastern Cape Province,Surfing,Fatal,Y
1982,Unprovoked,Usa,South Carolina,Swimming,Injury,N
1982,Unprovoked,Bahamas,Andros Islands,Diving,Injury,N
1982,Unprovoked,Usa,Hawaii,"Sailboarding, Fell Into Water 100 Yards Outside The Breakwater",Injury,N
1982,Unprovoked,Usa,Florida,Surfing,Injury,N
1982,Unprovoked,Australia,New South Wales,Surfing,Injury,Y
1982,Unprovoked,New Caledonia,No Data,Diving,Injury,N
1982,Unprovoked,Australia,Tasmania,Diving,Fatal,Y
1982,Unprovoked,Usa,Florida,Surfing,Injury,N
1982,Provoked,South Africa,Western Cape Province,Fishing,Injury,N
1982,Unprovoked,Usa,Hawaii,Wading,Injury,N
1982,Unprovoked,Usa,Hawaii,Swimming,Injury,N
1982,Unprovoked,Usa,Florida,Swimming,Injury,Y
1982,Unprovoked,Usa,California,Diving,Injury,N
1982,Unprovoked,Usa,Florida,Diving,Fatal,Y
1982,Unprovoked,South Africa,Eastern Cape Province,Swimming,Injury,N
1982,Boat,Italy,Tyrrhenian Sea,Boating,No Data,No Data
1982,Boat,Italy,Tyrrhenian Sea,Fishing,No injury,N
1982,Unprovoked,Tunisia,Biserta,Diving,No Data,No Data
1981,Unprovoked,Usa,California,Surfing,Injury,Y
1981,Unprovoked,Usa,Hawaii,Surfing,Injury,N
1981,Unprovoked,Reunion,Saint-Philippe,Diving,Injury,N
1981,Provoked,South Africa,Western Cape Province,Inspecting Teeth Of Supposedly Dead (Hooked & Shot) Shark,Injury,N
1981,Unprovoked,Usa,Hawaii,Diving,Injury,N
1981,Unprovoked,Usa,Florida,Swimming,Injury,N
1981,Unprovoked,Usa,Florida,Surfing,No Data,No Data
1981,Unprovoked,Usa,Florida,Surfing,Injury,N
1981,Unprovoked,Usa,Florida,Surfing,Injury,N
1981,Unprovoked,Usa,Florida,Surfing,5 puncture marks to hip,N
1981,Unprovoked,Usa,Florida,Surfing,Injury,N
1981,Unprovoked,Usa,Florida,Swimming,Injury,Y
1981,Unprovoked,Usa,Florida,Surfing,Injury,N
1981,Unprovoked,Usa,Florida,Surfing,Injury,N
1981,Unprovoked,Usa,Florida,Surfing,Injury,N
1981,Provoked,Usa,Florida,Diving,Injury,N
1981,No Data,Usa,Hawaii,Fishing,Disappeared while fishing from shore. Leg found 7 days later wedged in rocks 150 yards offshore,No Data
1981,Unprovoked,Usa,Florida,Diving,Bite to face,N
1981,Unprovoked,Usa,Florida,Swimming,Fatal,Y
1981,Unprovoked,Bahamas,Grand Bahama Island,Surfing,Injury,N
1981,Unprovoked,Usa,Florida,Swimming,Injury,N
1981,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
1981,Unprovoked,Usa,Florida,Diving,Injury,N
1981,Unprovoked,South Africa,Kwazulu-Natal,Catching Sardines,Injury,N
1981,Boat,England,No Data,Fishing,Injury,N
1981,Unprovoked,Usa,Hawaii,Diving,Fatal,Y
1981,Unprovoked,South Korea,Chungnam,Diving,Fatal,Y
1981,Unprovoked,South Africa,Eastern Cape Province,Surfing,No injury,N
1981,Unprovoked,Usa,Florida,Diving,Massive tissue damage of left arm,N
1981,Unprovoked,Usa,Florida,Diving,Injury,N
1981,Unprovoked,South Africa,Eastern Cape Province,Surfing,No injury,N
1981,Provoked,Namibia,Eronogo Region,Finning The Shark That Bit Him,Injury,N
1981,Sea Disaster,Bermuda,No Data,Foundering Of The Israeli Freighter Mezada,Next day 2 bodies recovered from sharks,N
1981,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
1981,Unprovoked,Usa,Florida,Wading,Injury,N
1981,Unprovoked,Usa,Florida,Surfing,Injury,N
1981,Unprovoked,Chile,Coquimbo,Diving,Injury,N
1981,Unprovoked,Brazil,Rio De Janeiro,Diving,No Data,No Data
1981,Unprovoked,South Africa,Kwazulu-Natal,Swimming,Injury,N
1981,Unprovoked,Australia,Western Australia,Exercising His Dog In The Shallows,Injury,N
1981,Unprovoked,Usa,Florida,Surfing,Injury,N
1981,Unprovoked,Brazil,Rio De Janeiro,Diving,Injury,N
1981,Unprovoked,Usa,Florida,Diving,3 small punctures in scalp & ripped nostril,N
1981,No Data,South Africa,Kwazulu-Natal,Swimming,Probable drowning & scavenging by 1.5 m tiger shark,No Data
1981,Unprovoked,Australia,New South Wales,Surfing,No injury,N
1981,Unprovoked,Greece,Pagasitikos Gulf,Diving,Injury,N
1980,Unprovoked,South Africa,Eastern Cape Province,Boating,No injury,N
1980,Unprovoked,Reunion,Grand'Anse,Diving,Bitten twice,N
1980,Unprovoked,Australia,Western Australia,Swimming,Injury,N
1980,No Data,South Africa,Kwazulu-Natal,Swimming,Probable  drowning & scavenging,No Data
1980,Unprovoked,Brazil,Pernambuco,Swimming,Fatal,Y
1980,Unprovoked,Usa,Oregon,Surfing,Injury,N
1980,Unprovoked,Usa,California,Surfing,No injury,N
1980,Unprovoked,Mexico,No Data,Diving,Fatal,Y
1980,Unprovoked,Usa,North Carolina,Wading,Bitten behind knee & lower leg,N
1980,Unprovoked,Usa,Hawaii,Resting On Body Board,Injury,N
1980,Unprovoked,Spain,Canary Islands,Diving,Injury,N
1980,Unprovoked,Usa,New Jersey,Surfing,Injury,N
1980,Unprovoked,Usa,Delaware,Wading,No injury,N
1980,Unprovoked,Usa,North Carolina,Surfing,No injury,N
1980,Unprovoked,Usa,Florida,Surfing,Injury,N
1980,Provoked,Usa,California,Diving,Injury,N
1980,Unprovoked,South Africa,Eastern Cape Province,Surfing,No injury,N
1980,Provoked,Jamaica,St. Mary'S Parish,Diving,Injury,N
1980,Sea Disaster,Philippines,Romblon Province,Sinking Of The Ferryboat Don Juan,Fatal,Y
1980,Unprovoked,Mexico,Sinaloa,Surfing,Injury,N
1980,Unprovoked,South Africa,Kwazulu-Natal,Diving,Fatal,Y
1980,Unprovoked,Brazil,Rio De Janeiro,Swimming,Injury,N
1980,Sea Disaster,Philippines,No Data,Sinking Of The Ferryboat Bongbong 1,Fatal,Y
1980,Provoked,South Africa,Western Cape Province,Fishing,Injury,N
1980,Unprovoked,South Africa,Kwazulu-Natal,Surfing,Injury,N
1980,Unprovoked,Kenya,Lamu Archipelago,Diving,Injury,N
1980,Provoked,South Africa,Kwazulu-Natal,Diving,No injury,N
1980,Unprovoked,South Africa,Eastern Cape Province,Swimming,Abrasion,N
1980,Unprovoked,South Africa,Eastern Cape Province,Swimming,3 small punctures on arm,N
1980,Unprovoked,Chile,Los Vilos,Diving,Fatal,Y
1980,Provoked,North Atlantic Ocean,No Data,Gaffing Netted Shark,Injury,N
1980,No Data,Greece,Island Of Kos,Surfing,Injury,No Data
1980,No Data,South Africa,Eastern Cape Province,Diving,No injury,No Data
1980,Unprovoked,Tonga,Ha'Api,Diving,Injury,N
1979,Unprovoked,South Africa,Eastern Cape Province,Swimming,Injury,N
1979,No Data,Portugal,Madeira Islands,Diving,Fatal,Y
1979,Unprovoked,South China Sea,No Data,Diving,Toothmarks on head & neck,N
1979,Unprovoked,Usa,Oregon,Surfing,Multiple major Injuries,N
1979,Provoked,South Africa,Western Cape Province,Fishing,No injury,N
1979,Provoked,South Africa,Eastern Cape Province,Fishing,Bitten below right knee by hooked shark pulled onboard skiboat PROVOKED INCIDENT,N
1979,Unprovoked,Australia,New South Wales,Diving,Injury,N
1979,Unprovoked,Hong Kong,No Data,Swimming,Injury,Y
1979,Unprovoked,Usa,Florida,Boating,Injury,N
1979,Unprovoked,Thailand,Southern Thailand,Murdered By Thai Pirates,Fatal,Y
1979,Sea Disaster,Usa,Florida,Swimming,Injury,N
1979,No Data,Usa,Florida,Diving,Fatal,No Data
1979,Provoked,South Africa,Western Cape Province,Diving,Shark rammed diver after he shot it in the head  PROVOKED INCIDENT,N
1979,Unprovoked,South Africa,Kwazulu-Natal,Diving,Injury,Y
